Respondent_ID,Survey_timestamp,Q1_Age_group,Q1a_Gender,Q2_City_tier,Q2a_State,Q3_Income_band,Q3_Income_num_lakhs,Q4_Planning_status,Q5_Education,Q5a_Occupation,Q_Decision_authority,Q_Tech_adoption,Q_Info_source,Q6_Wedding_type,Q7_Ceremony_count,Q8_Guest_count_est,Q8_Guest_count_band,Q10_Planning_horizon,Q11_Budget_num_lakhs,Q11_Budget_band,Q13_Alloc_check,Q14_Budget_overrun,Q15_Overrun_category,Q16_Price_assessment,Q17_Social_pressure_1to5,Q18_Emotional_triggers_count,Q19_Alert_recep_1to5,Q20_Financial_concern,Q22_Overcharge_perception,Q22a_Net_satisfaction_0to10,Q22b_NPS_proxy,Q24_WTP_band,Q24_WTP_monthly_INR,Q25_Platform_intent,Q26_Pipeline_stage,Q27_LTV_estimate_INR,Fund_Personal_savings,Fund_Personal_loan,Fund_Loan_against_property,Fund_Gold_liquidation,Fund_Relatives_contribution,Fund_Credit_card,Svc_Venue,Svc_Catering,Svc_Photography,Svc_Videography,Svc_Decoration_florals,Svc_Bridal_makeup,Svc_Wedding_planner,Svc_DJ_music,Svc_Invitation_design,Svc_Mehendi_artist,Svc_Bridal_wear,Svc_Jewellery_rental,Svc_Horse_baraat,Svc_Guest_accommodation,Alloc_Venue_Catering_pct,Alloc_Photography_pct,Alloc_Decoration_pct,Alloc_Bridal_wear_pct,Alloc_Entertainment_pct,Alloc_Planner_pct,Alloc_Invitations_pct,Alloc_Misc_pct,Emo_Fear_social_judgment,Emo_Impressing_guests,Emo_Parental_expectations,Emo_Sibling_comparison,Emo_Social_media_influence,Emo_Cultural_obligation,Emo_Once_in_lifetime_thinking,Emo_None_fully_rational,Sat_venue,Sat_catering,Sat_photography,Sat_decoration,Sat_overall,Vendor_prio_1,Vendor_prio_2,Vendor_prio_3,Bundle_Venue_Catering,Bundle_Photo_Video,Bundle_Decor_Mehendi,Bundle_Makeup_Bridal,Bundle_DJ_Band,Bundle_Planner_AllVendors,Bundle_Venue_Decor,Bundle_Photo_Makeup,FeatRating_PriceBenchmark,FeatRating_BudgetOptimiser,FeatRating_OverspendAlert,FeatRating_CostForecast,FeatRating_BundleDeals,FeatRating_PersonaProfile,Is_Outlier_Budget,FE_Budget_per_guest_INR,FE_Services_count,FE_Emotional_intensity,FE_Feature_score_avg,FE_Overrun_flag,FE_Income_budget_ratio,FE_Destination_flag,FE_High_social_pressure,FE_WTP_ordinal,FE_Customer_tier,ENC_Q1_Age_group,ENC_Q2_City_tier,ENC_Q5_Education,ENC_Q10_Planning_horizon,ENC_Q17_Social_pressure_1to5,ENC_Q25_Platform_intent,ENC_Q26_Pipeline_stage,NORM_Q3_Income_num_lakhs,NORM_Q11_Budget_num_lakhs,NORM_Q8_Guest_count_est,NORM_FE_Budget_per_guest_INR,NORM_FE_Feature_score_avg,NORM_Q22a_Net_satisfaction_0to10
SS0025,2024-10-01 08:00:00,25-30,Female,Tier 3/Rural,Karnataka,>75L,114.74,Considering (2-4y),Undergraduate,Salaried private,Couple jointly,"Yes, actively use finance apps",Hired planner,Intimate (<100 guests),6,86,50-150,6-12 months,100.62,>1Cr,100.0,Within budget,No overrun,Family/friend referral,3,2,4,Minor debt (<6 months),"Yes, slightly overcharged",5.8,11,<₹199/month,99,Maybe,Consideration,494,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,38.4,13.5,14.2,19.9,4.9,0.6,3.4,5.1,0,1,0,0,0,1,0,1,5.7,4.2,6.4,6.3,6.2,Responsiveness,Experience,Package inclusions,1,1,1,1,0,1,1,1,4.0,2.0,5.0,3.0,5.0,3.0,0,117000,6,2,3.67,0,0.877,0,0,1,Low-value,2,1,2,3,3,1,2,0.9598,0.1985,0.0248,0.1371,0.5567,0.5851
SS0026,2024-10-01 08:20:00,31-36,Male,Tier 2,West Bengal,20-40L,33.38,Planning now (0-12m),Postgraduate,Homemaker,Bride primarily,Occasionally,Relatives & friends,Destination (within India),4,2308,1000+,6-12 months,450.02,>1Cr,99.9,Exceeded 0-10%,Guest list expansion,Family/friend referral,5,3,3,Prefer not to say,"Yes, slightly overcharged",5.0,8,₹200-499/month,349,Yes,Retention,9948,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,48.0,6.6,5.0,17.7,7.6,9.1,2.4,3.5,0,1,0,1,0,0,1,0,5.5,6.6,4.4,4.7,6.5,Price/affordability,Brand reputation,Responsiveness,1,1,1,1,1,1,1,1,4.0,5.0,5.0,2.0,4.0,4.0,1,19498,9,3,4.0,1,13.482,1,1,2,Mid-value,3,2,3,3,5,2,5,0.265,0.9025,0.7998,0.0225,0.6667,0.5
SS0027,2024-10-01 08:40:00,37-45,Male,Tier 1,Others,5-10L,8.43,Engaged (1-2y),Up to 12th,Salaried private,Couple jointly,"No, prefer manual",Instagram/YouTube,Intimate (<100 guests),1,18,<50,3-6 months,28.68,20-40L,100.1,Still planning,Venue/catering upgrade,Family/friend referral,3,2,4,Significant loan (1-3 years),"No, pricing was fair",5.9,28,₹200-499/month,349,Maybe,Awareness,2006,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,43.5,12.1,14.5,13.0,5.4,0.6,4.0,7.0,0,1,1,0,0,0,0,1,7.8,6.3,6.7,5.4,7.1,Word of mouth,Experience,Portfolio quality,1,1,0,1,0,0,1,1,4.0,3.0,4.0,4.0,3.0,3.0,0,159333,10,2,3.5,1,3.402,0,0,2,Low-value,4,3,1,2,3,1,1,0.0519,0.0536,0.001,0.1868,0.5,0.5957
SS0028,2024-10-01 09:00:00,31-36,Female,Tier 2,West Bengal,20-40L,29.63,Considering (2-4y),Undergraduate,Self-employed/Business,Bride primarily,Occasionally,Instagram/YouTube,Traditional local,3,601,500-1000,6-12 months,51.98,40-75L,100.1,Exceeded 0-10%,Last-min décor upgrade,Used wedding app/website,1,1,4,Minor debt (<6 months),"Yes, slightly overcharged",7.2,37,₹200-499/month,349,Yes,Trial,12131,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,36.5,13.2,13.7,16.8,3.7,8.0,5.0,3.2,0,0,0,0,0,0,1,0,5.9,7.5,7.4,7.1,6.8,Experience,Portfolio quality,Package inclusions,1,0,0,1,1,1,0,0,3.0,3.0,3.0,4.0,4.0,4.0,0,8649,8,1,3.5,1,1.754,0,0,2,Mid-value,3,2,2,3,1,2,3,0.233,0.1005,0.2044,0.0097,0.5,0.734
SS0029,2024-10-01 09:20:00,25-30,Male,Tier 3/Rural,Karnataka,5-10L,7.91,Considering (2-4y),Undergraduate,Salaried private,Couple jointly,Occasionally,Instagram/YouTube,Traditional local,2,78,50-150,>12 months,15.03,10-20L,100.0,Within budget,No overrun,Family/friend referral,1,1,4,Minor debt (<6 months),"Yes, significantly overcharged",7.9,44,Free only,0,Maybe,Trial,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,44.3,17.6,5.5,11.4,10.4,3.1,4.5,3.2,0,0,0,0,0,0,1,0,5.8,4.5,6.1,6.9,7.7,Price/affordability,Responsiveness,Portfolio quality,1,1,1,0,0,0,0,0,4.0,3.0,2.0,3.0,3.0,3.0,0,19269,8,1,3.0,0,1.9,0,0,0,Non-customer,2,1,2,4,1,1,3,0.0475,0.0261,0.022,0.0222,0.3333,0.8085
SS0030,2024-10-01 09:40:00,25-30,Male,Tier 2,Others,<5L,3.28,Recently married (≤3y),Postgraduate,Salaried private,Parents primarily,"Yes, actively use finance apps",Hired planner,Intimate (<100 guests),2,76,50-150,6-12 months,5.57,5-10L,100.0,Exceeded 0-10%,Last-min décor upgrade,Compared 3+ quotes,3,3,2,Severe financial strain,"No, pricing was fair",5.6,-1,₹200-499/month,349,Yes,Conversion,7911,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,41.7,17.6,6.1,11.0,8.1,1.0,6.3,8.2,1,1,0,0,0,0,1,0,7.2,7.2,8.1,5.4,6.2,Experience,Brand reputation,Package inclusions,1,0,0,0,1,0,0,1,3.0,3.0,2.0,4.0,3.0,3.0,0,7329,6,3,3.0,1,1.698,0,0,2,Mid-value,2,2,3,3,3,2,4,0.0079,0.007,0.0213,0.0082,0.3333,0.5638
SS0031,2024-10-01 10:00:00,25-30,Female,Tier 2,Punjab,20-40L,28.42,Parent planning child,Professional,Salaried govt,Parents primarily,Occasionally,WhatsApp family groups,Traditional local,4,235,150-300,6-12 months,38.89,20-40L,100.1,Exceeded 0-10%,Hidden vendor fees,Hired planner to negotiate,3,2,3,Prefer not to say,"No, got a great deal",6.8,20,₹500-999/month,749,Yes,Conversion,18198,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,45.7,15.2,6.6,14.2,7.2,2.2,3.9,5.1,0,1,0,0,0,0,1,1,6.7,8.1,4.7,4.8,7.6,Portfolio quality,Package inclusions,Responsiveness,1,0,0,0,1,0,0,1,3.0,3.0,3.0,3.0,4.0,3.0,0,16549,10,2,3.17,1,1.368,0,0,3,Mid-value,2,2,4,3,3,2,4,0.2226,0.0741,0.0767,0.019,0.39,0.6915
SS0032,2024-10-01 10:20:00,31-36,Male,Tier 2,Uttar Pradesh,5-10L,7.51,Parent planning child,Postgraduate,Salaried private,Couple jointly,Occasionally,WhatsApp family groups,Traditional local,3,501,500-1000,6-12 months,34.98,20-40L,100.0,Exceeded 25-50%,Last-min décor upgrade,Checked online reviews,2,2,4,Minor debt (<6 months),Unable to assess,7.9,57,₹500-999/month,749,Yes,Trial,15493,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,38.5,12.4,12.3,18.4,6.9,2.4,3.4,5.7,0,0,1,0,0,1,0,0,7.9,7.4,7.6,7.4,8.4,Responsiveness,Package inclusions,Word of mouth,1,1,0,0,1,0,1,0,2.0,3.0,2.0,4.0,2.0,3.0,0,6982,7,2,2.67,1,4.658,0,0,3,Mid-value,3,2,3,3,2,2,3,0.0441,0.0663,0.1695,0.0078,0.2233,0.8085
SS0033,2024-10-01 10:40:00,25-30,Female,Tier 3/Rural,Gujarat,20-40L,27.38,Planning now (0-12m),Up to 12th,Salaried private,Mixed family committee,"No, prefer manual",WhatsApp family groups,Intimate (<100 guests),4,45,<50,>12 months,48.55,40-75L,100.1,Exceeded 10-25%,Guest list expansion,Checked online reviews,3,2,3,No concern — well within budget,Unable to assess,5.1,9,₹200-499/month,349,Maybe,Awareness,2898,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,37.7,13.7,12.8,19.7,7.3,0.1,6.4,2.4,0,0,1,0,0,1,0,1,5.9,6.7,7.8,8.1,5.6,Word of mouth,Package inclusions,Price/affordability,0,1,1,0,1,1,0,0,2.0,3.0,5.0,3.0,3.0,5.0,0,107889,10,2,3.5,1,1.773,0,0,2,Low-value,2,1,1,4,3,1,1,0.2137,0.0936,0.0105,0.1264,0.5,0.5106
SS0034,2024-10-01 11:00:00,25-30,Female,Tier 1,West Bengal,5-10L,7.51,Parent planning child,Postgraduate,Salaried govt,Father primarily,Occasionally,WhatsApp family groups,Traditional local,1,125,50-150,6-12 months,11.61,10-20L,100.1,Still planning,,Family/friend referral,3,3,4,No concern — well within budget,"No, pricing was fair",6.0,22,<₹199/month,99,Yes,Trial,1995,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,35.5,11.8,12.0,19.0,11.8,1.9,2.4,5.7,1,0,1,0,1,0,0,0,7.7,7.8,7.2,9.9,7.2,Online reviews,Responsiveness,Portfolio quality,1,1,1,1,0,0,1,0,4.0,2.0,2.0,4.0,3.0,3.0,0,9288,4,3,3.0,1,1.546,0,0,1,Low-value,2,3,3,3,3,2,3,0.0441,0.0192,0.0384,0.0105,0.3333,0.6064
SS0035,2024-10-01 11:20:00,37-45,Female,Tier 2,Maharashtra,10-20L,11.95,Recently married (≤3y),Undergraduate,Other,Parents primarily,"Yes, actively use finance apps",Relatives & friends,Destination (international),5,676,500-1000,6-12 months,46.7,40-75L,100.1,Exceeded 10-25%,Venue/catering upgrade,Compared 3+ quotes,2,2,3,Minor debt (<6 months),Unable to assess,7.2,33,Free only,0,Yes,Trial,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,45.7,10.7,10.6,13.8,4.3,9.4,3.1,2.5,0,1,0,1,0,0,0,0,4.9,7.0,5.6,5.8,7.0,Experience,Price/affordability,Brand reputation,1,0,1,1,1,0,1,1,3.0,3.0,3.0,2.0,3.0,4.0,0,6908,8,2,3.0,1,3.908,1,0,0,Non-customer,4,2,2,3,2,2,3,0.082,0.0899,0.2306,0.0077,0.3333,0.734
SS0036,2024-10-01 11:40:00,25-30,Female,Tier 1,Punjab,40-75L,59.79,Parent planning child,Undergraduate,Salaried govt,Couple jointly,"Yes, actively use finance apps",Relatives & friends,Traditional local,4,1862,1000+,3-6 months,120.0,>1Cr,99.9,Exceeded 10-25%,,Checked online reviews,3,2,4,Significant loan (1-3 years),"No, pricing was fair",6.8,31,₹200-499/month,349,No,Awareness,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,37.2,9.5,16.6,16.3,9.5,2.0,3.2,5.6,0,1,1,0,0,0,0,1,5.6,9.3,5.1,6.5,7.3,Brand reputation,Package inclusions,Portfolio quality,1,1,0,0,0,0,0,0,3.0,4.0,5.0,4.0,5.0,3.0,0,6445,12,2,4.0,1,2.007,0,0,2,Non-customer,2,3,2,2,3,0,1,0.4905,0.2376,0.6442,0.0071,0.6667,0.6915
SS0037,2024-10-01 12:00:00,37-45,Female,Tier 1,Uttar Pradesh,10-20L,14.72,Planning now (0-12m),Up to 12th,Salaried private,Bride primarily,Occasionally,Mixed sources,Traditional local,3,623,500-1000,<3 months,78.24,75L-1Cr,99.9,Exceeded 10-25%,Last-min décor upgrade,Checked online reviews,5,3,2,Minor debt (<6 months),"Yes, slightly overcharged",2.7,-24,₹200-499/month,349,Yes,Conversion,6739,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,42.3,15.2,6.8,18.3,7.0,2.9,4.5,2.9,0,1,0,1,0,1,0,0,5.2,6.5,3.7,4.7,3.5,Online reviews,Portfolio quality,Experience,0,1,1,1,1,0,0,1,3.0,3.0,4.0,4.0,2.0,3.0,0,12559,8,3,3.17,1,5.315,0,1,2,Mid-value,4,3,1,1,5,2,4,0.1056,0.1534,0.2121,0.0143,0.39,0.2553
SS0038,2024-10-01 12:20:00,31-36,Female,Tier 1,Delhi NCR,10-20L,17.17,Parent planning child,Undergraduate,Self-employed/Business,Couple jointly,"Yes, actively use finance apps",Instagram/YouTube,Grand (500+ guests),4,758,500-1000,>12 months,113.42,>1Cr,100.1,Exceeded 10-25%,Guest list expansion,Compared 3+ quotes,5,3,2,Minor debt (<6 months),,5.0,8,Free only,0,Maybe,Awareness,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,39.5,15.6,9.1,17.6,8.0,2.0,2.1,6.2,1,0,0,0,1,1,0,0,6.6,7.2,6.1,6.7,6.7,Experience,Package inclusions,Online reviews,1,1,1,1,0,0,0,0,4.0,3.0,3.0,3.0,3.0,3.0,0,14963,10,3,3.17,1,6.606,0,1,0,Non-customer,3,3,2,4,5,1,1,0.1266,0.2243,0.2592,0.0171,0.39,0.5
SS0039,2024-10-01 12:40:00,25-30,Female,Tier 1,Bihar,20-40L,29.02,Engaged (1-2y),Up to 12th,Salaried govt,Couple jointly,"Yes, actively use finance apps",Instagram/YouTube,Traditional local,3,1169,1000+,<3 months,120.0,>1Cr,99.9,Exceeded 10-25%,Hidden vendor fees,Hired planner to negotiate,2,2,4,No concern — well within budget,"Yes, slightly overcharged",6.7,28,₹500-999/month,749,Maybe,Awareness,7967,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,37.6,17.7,5.1,14.1,11.9,2.0,6.8,4.7,0,1,0,0,0,1,0,0,6.2,6.8,7.5,7.0,7.5,Brand reputation,Price/affordability,Responsiveness,1,1,1,1,0,1,1,0,3.0,2.0,5.0,2.0,3.0,2.0,0,10265,9,2,2.83,1,4.135,0,0,3,Mid-value,2,3,1,1,2,1,1,0.2278,0.2376,0.4025,0.0116,0.2767,0.6809
SS0040,2024-10-01 13:00:00,25-30,Male,Tier 2,Others,10-20L,14.27,Recently married (≤3y),Postgraduate,Salaried private,Parents primarily,Occasionally,Instagram/YouTube,Traditional local,3,509,500-1000,6-12 months,44.99,40-75L,100.2,Still planning,Photography upgrade,Checked online reviews,2,1,3,No concern — well within budget,"Yes, slightly overcharged",7.3,40,<₹199/month,99,Yes,Consideration,1877,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,32.1,15.7,11.1,15.8,8.5,7.3,4.1,5.6,1,0,0,0,0,0,0,1,4.2,6.4,6.7,8.7,7.3,Package inclusions,Price/affordability,Experience,0,0,0,1,1,1,1,1,4.0,4.0,3.0,3.0,2.0,3.0,0,8839,5,1,3.17,1,3.153,0,0,1,Low-value,2,2,3,3,2,2,2,0.1018,0.0864,0.1723,0.0099,0.39,0.7447
SS0041,2024-10-01 13:20:00,25-30,Female,Tier 2,Gujarat,>75L,95.03,Parent planning child,Up to 12th,Salaried private,Bride primarily,"Yes, actively use finance apps",WhatsApp family groups,Traditional local,6,674,500-1000,>12 months,120.0,>1Cr,100.1,Exceeded 0-10%,Venue/catering upgrade,Family/friend referral,3,3,3,No concern — well within budget,"Yes, significantly overcharged",3.4,-20,₹1000+/month,1200,Yes,Consideration,38252,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,41.4,15.3,4.8,20.2,7.2,2.2,3.6,5.4,0,1,0,0,1,0,1,0,5.2,8.1,3.7,4.5,4.7,Responsiveness,Portfolio quality,Word of mouth,1,1,0,0,0,1,1,0,4.0,3.0,5.0,3.0,4.0,3.0,0,17804,11,3,3.67,1,1.263,0,0,4,High-value,2,2,1,4,3,2,2,0.7915,0.2376,0.2299,0.0205,0.5567,0.3298
SS0042,2024-10-01 13:40:00,18-24,Male,Tier 1,Uttar Pradesh,40-75L,54.22,Recently married (≤3y),Postgraduate,Self-employed/Business,Parents primarily,"No, prefer manual",Wedding apps (WedMeGood etc.),Grand (500+ guests),4,1009,1000+,3-6 months,120.0,>1Cr,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Used wedding app/website,4,3,3,Significant loan (1-3 years),"Yes, slightly overcharged",6.4,21,₹200-499/month,349,Yes,Awareness,10671,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,35.5,9.4,14.0,21.8,7.0,1.9,4.9,5.5,0,0,1,0,1,0,1,0,6.2,6.0,6.6,3.6,6.8,Portfolio quality,Experience,Word of mouth,1,0,1,1,0,0,1,1,4.0,3.0,4.0,3.0,4.0,3.0,0,11893,9,3,3.5,1,2.213,0,1,2,Mid-value,1,3,3,2,4,2,1,0.443,0.2376,0.3467,0.0135,0.5,0.6489
SS0043,2024-10-01 14:00:00,31-36,Female,Tier 3/Rural,Bihar,20-40L,26.95,Planning now (0-12m),Doctoral,Salaried private,Couple jointly,Occasionally,WhatsApp family groups,Traditional local,5,639,500-1000,6-12 months,48.24,40-75L,100.0,Exceeded 25-50%,No overrun,Compared 3+ quotes,4,3,2,Significant loan (1-3 years),"No, got a great deal",4.6,-8,<₹199/month,99,No,Awareness,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,35.5,11.2,15.7,17.3,6.2,8.0,2.7,3.4,1,0,0,0,1,0,1,0,7.1,6.7,5.8,8.1,6.1,Experience,Online reviews,Responsiveness,1,0,0,1,1,0,1,0,5.0,3.0,3.0,4.0,2.0,3.0,0,7549,9,3,3.33,1,1.79,0,1,1,Non-customer,3,1,5,3,4,0,1,0.2101,0.093,0.2176,0.0084,0.4433,0.4574
SS0044,2024-10-01 14:20:00,37-45,Male,Tier 2,Maharashtra,10-20L,14.41,Considering (2-4y),Doctoral,Self-employed/Business,Father primarily,"No, prefer manual",Wedding apps (WedMeGood etc.),Traditional local,2,492,300-500,3-6 months,53.37,40-75L,100.1,Exceeded 10-25%,Photography upgrade,Compared 3+ quotes,3,3,4,Significant loan (1-3 years),"No, pricing was fair",6.0,10,<₹199/month,99,Maybe,Awareness,377,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,38.3,11.9,12.5,17.4,6.6,4.1,4.1,5.2,1,1,0,0,0,1,0,0,7.5,7.7,7.6,7.0,7.1,Portfolio quality,Online reviews,Price/affordability,1,1,0,0,0,0,1,0,4.0,4.0,3.0,2.0,3.0,3.0,0,10848,7,3,3.17,1,3.704,0,0,1,Low-value,4,2,5,2,3,1,1,0.103,0.1033,0.1664,0.0123,0.39,0.6064
SS0045,2024-10-01 14:40:00,37-45,Female,Tier 3/Rural,Karnataka,20-40L,27.99,Considering (2-4y),Postgraduate,Self-employed/Business,Couple jointly,"No, prefer manual",WhatsApp family groups,Traditional local,2,289,150-300,3-6 months,50.96,40-75L,100.0,Within budget,No overrun,Hired planner to negotiate,3,3,3,Minor debt (<6 months),Unable to assess,7.5,35,<₹199/month,99,Maybe,Awareness,618,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,39.4,10.6,15.0,19.1,4.7,0.5,6.6,4.1,1,0,1,0,0,1,0,0,8.3,7.1,7.7,6.5,7.8,Responsiveness,Online reviews,Package inclusions,1,1,1,0,0,1,0,0,3.0,3.0,3.0,5.0,2.0,5.0,0,17633,9,3,3.5,0,1.821,0,0,1,Low-value,4,1,3,2,3,1,1,0.219,0.0985,0.0956,0.0203,0.5,0.766
SS0046,2024-10-01 15:00:00,25-30,Male,Tier 1,West Bengal,20-40L,31.34,Planning now (0-12m),Professional,Salaried private,Parents primarily,"Yes, actively use finance apps",Wedding apps (WedMeGood etc.),Traditional local,5,910,500-1000,3-6 months,120.0,>1Cr,100.0,Exceeded 0-10%,No overrun,Family/friend referral,2,2,5,Minor debt (<6 months),"No, pricing was fair",5.7,4,Free only,0,Yes,Awareness,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,37.7,12.1,10.3,19.1,9.4,1.4,5.1,4.9,0,0,1,0,1,0,0,0,6.5,7.0,7.0,5.5,5.6,Responsiveness,Brand reputation,Word of mouth,1,1,0,1,0,0,1,1,4.0,4.0,4.0,4.0,4.0,3.0,0,13187,9,2,3.83,1,3.829,0,0,0,Non-customer,2,3,4,2,2,2,1,0.2476,0.2376,0.3122,0.015,0.61,0.5745
SS0047,2024-10-01 15:20:00,31-36,Male,Tier 3/Rural,Delhi NCR,>75L,106.77,Recently married (≤3y),Professional,Freelancer,Father primarily,Occasionally,Instagram/YouTube,Traditional local,6,826,500-1000,3-6 months,120.0,>1Cr,99.9,Exceeded 10-25%,Guest list expansion,Family/friend referral,2,2,3,Significant loan (1-3 years),"No, pricing was fair",6.1,39,Free only,0,Yes,Trial,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,27.8,9.3,14.3,24.2,9.2,3.5,3.0,8.6,1,0,0,0,0,1,0,0,7.7,7.3,4.4,5.1,7.6,Experience,Price/affordability,Online reviews,1,1,1,1,1,1,0,1,3.0,5.0,4.0,5.0,2.0,5.0,0,14528,8,2,4.0,1,1.124,0,0,0,Non-customer,3,1,4,2,2,2,3,0.8917,0.2376,0.2829,0.0166,0.6667,0.617
SS0048,2024-10-01 15:40:00,37-45,Male,Tier 3/Rural,Gujarat,10-20L,16.05,Engaged (1-2y),Doctoral,Other,Couple jointly,"No, prefer manual",Wedding apps (WedMeGood etc.),Grand (500+ guests),3,753,500-1000,>12 months,63.55,40-75L,100.0,Still planning,Last-min décor upgrade,Compared 3+ quotes,2,2,4,No concern — well within budget,"No, pricing was fair",5.5,21,₹200-499/month,349,Yes,Conversion,10445,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,40.3,10.8,10.3,19.8,8.2,2.1,4.7,3.8,0,0,1,0,0,0,1,0,6.9,7.7,7.2,9.4,6.3,Responsiveness,Online reviews,Word of mouth,1,1,1,1,0,1,1,0,4.0,4.0,1.0,2.0,4.0,4.0,0,8440,13,2,3.17,1,3.96,0,0,2,Mid-value,4,1,5,4,2,2,4,0.117,0.1238,0.2574,0.0095,0.39,0.5532
SS0049,2024-10-01 16:00:00,25-30,Female,Tier 3/Rural,Tamil Nadu,5-10L,7.86,Planning now (0-12m),Undergraduate,Salaried private,Couple jointly,"Yes, actively use finance apps",Hired planner,Intimate (<100 guests),2,96,50-150,6-12 months,6.47,5-10L,100.0,Exceeded 25-50%,Guest list expansion,Trusted without comparison,3,3,3,Minor debt (<6 months),"No, pricing was fair",6.6,32,₹200-499/month,349,Yes,Retention,7281,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,38.0,10.4,7.7,19.1,7.0,5.5,5.2,7.1,1,1,0,0,1,0,0,0,5.4,7.3,6.6,6.1,7.5,Brand reputation,Experience,Online reviews,1,1,1,0,1,0,1,1,5.0,3.0,2.0,3.0,3.0,3.0,0,6740,6,3,3.17,1,0.823,0,0,2,Mid-value,2,1,2,3,3,2,5,0.0471,0.0088,0.0283,0.0075,0.39,0.6702
SS0050,2024-10-01 16:20:00,37-45,Male,Tier 2,Karnataka,20-40L,30.88,Planning now (0-12m),Professional,Freelancer,Couple jointly,"Yes, actively use finance apps",Instagram/YouTube,Intimate (<100 guests),3,30,<50,<3 months,55.86,40-75L,100.0,Exceeded 10-25%,Photography upgrade,Trusted without comparison,4,3,4,Minor debt (<6 months),"No, pricing was fair",5.1,-4,Free only,0,Maybe,Trial,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,34.7,12.4,10.7,20.7,7.1,5.0,4.0,5.4,0,1,1,0,1,0,0,0,7.8,7.8,6.9,7.4,6.2,Responsiveness,Package inclusions,Price/affordability,1,0,1,1,0,0,1,1,2.0,4.0,2.0,4.0,4.0,2.0,0,186200,12,3,3.0,1,1.809,0,1,0,Non-customer,4,2,4,1,4,1,3,0.2436,0.1083,0.0052,0.2184,0.3333,0.5106
SS0051,2024-10-01 16:40:00,18-24,Female,Tier 2,Maharashtra,40-75L,56.96,Engaged (1-2y),Undergraduate,Salaried govt,Couple jointly,"No, prefer manual",Wedding apps (WedMeGood etc.),Destination (international),4,1604,1000+,3-6 months,451.87,>1Cr,100.0,Exceeded 0-10%,Guest list expansion,Compared 3+ quotes,3,3,4,No concern — well within budget,"Yes, significantly overcharged",2.3,-46,₹200-499/month,349,Yes,Retention,10796,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,39.9,15.2,8.5,12.5,6.4,6.1,2.4,9.0,0,0,1,1,0,0,1,0,6.5,5.2,4.1,3.4,3.6,Package inclusions,Word of mouth,Portfolio quality,1,1,1,1,1,0,1,1,5.0,5.0,5.0,4.0,5.0,4.0,1,28171,12,3,4.67,1,7.933,1,0,2,Mid-value,1,2,2,2,3,2,5,0.4664,0.9062,0.5542,0.0327,0.89,0.2128
